,subject_id,session_id,sociability,spikes_AA_2-during_imputed,lfp_MeA_30-80Hz_2-during_imputed,coherence_MePV-MeD_30-80Hz_3-after_imputed,lfp_CeA_30-80Hz_4-change-during_imputed,lfp_STIA_12-30Hz_4-change-during_imputed,spikes_AA_3-after_imputed,coherence_STIA-CeA_12-30Hz_4-change-during_imputed,coherence_CeA-MeD_30-80Hz_5-change-after_imputed,coherence_CeA-AA_30-80Hz_5-change-after_imputed,coherence_CeA-MeD_30-80Hz_1-before_imputed,spikes_AA_2-during_scaled,lfp_MeA_30-80Hz_2-during_scaled,coherence_MePV-MeD_30-80Hz_3-after_scaled,lfp_CeA_30-80Hz_4-change-during_scaled,lfp_STIA_12-30Hz_4-change-during_scaled,spikes_AA_3-after_scaled,coherence_STIA-CeA_12-30Hz_4-change-during_scaled,coherence_CeA-MeD_30-80Hz_5-change-after_scaled,coherence_CeA-AA_30-80Hz_5-change-after_scaled,coherence_CeA-MeD_30-80Hz_1-before_scaled,embed_supervised1,embed_supervised2,embed1,embed2,embed_scaled_supervised1,embed_scaled_supervised2,embed_scaled1,embed_scaled2,embed_pca1,embed_pca2,day
25,10_13,10_13_03,aversive,28.676744186046513,6.1668,0.15506154365588332,0.15120000000000022,-0.12299999999999933,28.364383561643837,-0.015024971922512452,0.00041989679313723417,-0.0017057118458143426,0.004429999983717424,1.689043894030115,-0.7694711841313909,-0.4324546374579122,-1.3413915902306592,-1.1699594982384798,1.619785367028973,1.4493671333963576,0.4189409500538912,0.34683772154757736,-1.3141860710919957,12.660227,23.368908,6.61851,-1.4742877,-16.192142,9.654475,6.2367377,18.182875,17.001550034072118,0.8452302542740652,3+
26,10_13,10_13_04,aversive,24.663594470046082,6.7292,0.18218343512724722,0.5327999999999999,0.07900000000000063,17.394202898550724,-0.17965817782104027,0.003188901137940634,0.007691247997131889,0.008175193746688356,1.186355410875461,-0.5850862837699168,-0.19119230954508348,-0.6231414515358852,-0.8514076026044506,-0.14116339972249126,-3.2868429712379132,0.543086441589192,0.5521149289477264,-1.2889025376190713,13.458367,22.002018,1.8914462,-0.066846885,-15.367437,8.324491,4.0478044,13.158158,7.483342269015901,-5.774622468033094,3+
27,12_16,12_16_01,aversive,19.547445255474454,6.880600837844888,0.18333270789361478,0.5485000000000007,0.2439,23.894285714285715,-0.013909592553584676,-0.004394122475996826,0.15206743248509014,0.13542948544973557,0.5455048395618616,-0.5354489644230578,-0.18096897304536294,-0.5935908037960832,-0.5913620204754841,0.9022389989872814,1.4814546518819802,0.20310929578124698,3.7060221991829736,-0.429817975517527,12.926743,21.446323,5.113185,-1.5399177,-16.02945,9.194368,6.4284334,17.409388,6.994659495396508,1.7865067893579005,1
28,12_16,12_16_02,aversive,19.6,5.5838,0.1866349707867216,-0.4521999999999995,-0.3569999999999993,20.9211356466877,-0.0167996474229416,0.057250829246002666,0.09053123536214991,0.78122729734471,0.5520878645366829,-0.9606098699612978,-0.15159374920405033,-2.4771152110074586,-1.5389750605076027,0.42498478543383217,1.3983128154554192,2.9668979646433296,2.361759915365259,3.9299165608434525,13.39237,21.447067,5.5925727,-0.14935155,-16.129625,8.849499,5.7981157,16.909716,5.6557686219228795,-1.1674161190334027,2
29,12_16,12_16_03,affiliative,20.86,8.403286293370998,0.17599403753137144,0.9584999999999999,0.7823412092980822,27.610344827586207,-0.0436956282308237,-0.0024075742345728048,-0.19910339292242776,0.11164113725821534,0.709915888308023,-0.03623095944608742,-0.24624999141567472,0.17811400979106828,0.2577541572937394,1.4987460132023944,0.6245623719704348,0.29217416429725596,-3.965327637878691,-0.5904114016073903,-0.3819049,6.8921447,6.376714,-1.9181286,20.20609,4.531616,4.0071692,11.6062355,9.814304327982208,4.785974598746529,3+
30,14_14,14_14_01,affiliative,9.181911523866168,11.6041,0.6940161602704402,0.8983282167208451,1.1103378879657262,15.42505219203052,-0.08494632205346675,-0.013237151381690727,-0.03066905864865751,0.26539027423259487,-0.7528854018626646,1.013167540504891,4.361807060000876,0.06485826637973476,0.7750015025969254,-0.4572542294624658,-0.5621481208471235,-0.19335890486225465,-0.28586849918961604,0.44753795352592907,-2.9585748,1.2078584,0.42744565,1.2023503,21.010784,3.2370906,1.5086248,9.523889,-7.042581456440315,1.7481606333932311,1
31,14_14,14_14_02,affiliative,13.92285891883239,9.0122,0.4619017591007082,0.8912587803109338,0.7158713461716242,17.620571872642323,-0.06916469824177213,-0.009843283667739877,-0.02017473225931688,0.21275045853433103,-0.15903273666313836,0.16340363003741998,2.297037321229938,0.051552124655644904,0.15293187560330548,-0.10482633491019659,-0.10813833736180249,-0.04119830015069701,-0.05661924722366192,0.0921703473490279,-2.5811045,3.2636828,1.78469,-0.26041457,20.796167,3.7285104,3.1736023,11.973339,-1.4878036365904856,0.26738619373724765,2
32,14_14,14_14_03,affiliative,14.3603625603279,8.5279,0.6896878655560077,0.9224838979891685,0.6686146966464748,17.74146358080159,-0.06712338100499952,-0.009542750103067679,-0.018932604612952982,0.20733810036341696,-0.10423088338535948,0.004624100796555953,4.323304787406823,0.11032425542910607,0.07840863160553672,-0.08542062857486314,-0.04941320186559236,-0.027724183658570246,-0.029484886883546113,0.0556319069792004,-2.199583,3.5792015,1.9351265,-0.37282532,20.781773,3.59033,3.6595445,11.935836,-0.9756298174467154,-0.03119765111898162,3+
33,15_17,15_17_01,affiliative,20.396928427852398,5.3859,0.18523804047474024,0.9112,0.267100000000001,20.654154560638574,-0.060017449512570153,-0.0053166923588787475,-0.005766704545291802,0.01602993360623668,0.6519113874375916,-1.025492109971141,-0.1640201192216598,0.08908562519918475,-0.5547758621650396,0.38212860752184385,0.1550120497329603,0.16174681406431313,0.2581250682475971,-1.2358757542991965,-0.5521671,6.7224927,5.669869,-0.00060299935,19.925259,5.015598,5.803458,16.27059,6.130523241266158,-1.752443878927792,1
34,15_17,15_17_02,aversive,26.065457627406374,6.5545,0.1678608486177483,0.6098999999999997,-0.7736000000000001,24.186518439082704,-0.01299320622586364,-0.008879461889000427,0.0021517518723581375,0.05068645673353981,1.3619532614500853,-0.6423623187861854,-0.3185986361526139,-0.47802330244425284,-2.1959489205132305,0.9491486053228421,1.5078174877474018,0.0020136683312565145,0.43110427083034764,-1.0019120616305246,12.941936,22.69616,5.369433,-1.5014684,-16.0082,9.635843,6.1632533,17.445555,12.498191641301108,-1.1768142400517216,2
